pincode,district,state
735122,Jalpaiguri,West Bengal
735132,Jalpaiguri,West Bengal
735133,Jalpaiguri,West Bengal
735134,Jalpaiguri,West Bengal
735135,Jalpaiguri,West Bengal
735202,Jalpaiguri,West Bengal
735203,Jalpaiguri,West Bengal
735204,Alipurduar,West Bengal
735205,Jalpaiguri,West Bengal
735206,Jalpaiguri,West Bengal
735206,Kalimpong,West Bengal
735207,Jalpaiguri,West Bengal
735208,Alipurduar,West Bengal
735209,Jalpaiguri,West Bengal
735210,Coochbehar,West Bengal
735210,Jalpaiguri,West Bengal
735211,Alipurduar,West Bengal
735211,Coochbehar,West Bengal
735212,Jalpaiguri,West Bengal
735213,Alipurduar,West Bengal
735214,Alipurduar,West Bengal
735215,Alipurduar,West Bengal
735216,Alipurduar,West Bengal
735216,Jalpaiguri,West Bengal
735217,Alipurduar,West Bengal
735218,Jalpaiguri,West Bengal
735219,Jalpaiguri,West Bengal
735220,Alipurduar,West Bengal
735221,Jalpaiguri,West Bengal
735222,Jalpaiguri,West Bengal
735223,Jalpaiguri,West Bengal
735223,Kalimpong,West Bengal
735224,Coochbehar,West Bengal
735224,Jalpaiguri,West Bengal
735225,Jalpaiguri,West Bengal
735226,Alipurduar,West Bengal
735227,Alipurduar,West Bengal
735228,Alipurduar,West Bengal
735228,Jalpaiguri,West Bengal
735229,Jalpaiguri,West Bengal
735230,Jalpaiguri,West Bengal
735231,Darjeeling,West Bengal
735231,Kalimpong,West Bengal
735232,Jalpaiguri,West Bengal
735233,Jalpaiguri,West Bengal
735234,Jalpaiguri,West Bengal
735301,Coochbehar,West Bengal
735302,Jalpaiguri,West Bengal
735303,Coochbehar,West Bengal
735304,Coochbehar,West Bengal
735305,Jalpaiguri,West Bengal
736101,Coochbehar,West Bengal
736121,Alipurduar,West Bengal
736121,Coochbehar,West Bengal
736122,Alipurduar,West Bengal
736123,Alipurduar,West Bengal
736131,Coochbehar,West Bengal
736133,Coochbehar,West Bengal
736134,Coochbehar,West Bengal
736135,Coochbehar,West Bengal
736145,Coochbehar,West Bengal
736146,Coochbehar,West Bengal
736156,Coochbehar,West Bengal
736157,Coochbehar,West Bengal
736158,Coochbehar,West Bengal
736159,Coochbehar,West Bengal
736160,Coochbehar,West Bengal
736165,Coochbehar,West Bengal
736167,Coochbehar,West Bengal
736168,Coochbehar,West Bengal
736169,Coochbehar,West Bengal
736170,Coochbehar,West Bengal
736171,Coochbehar,West Bengal
736172,Coochbehar,West Bengal
736176,Coochbehar,West Bengal
736179,Coochbehar,West Bengal
736182,Alipurduar,West Bengal
736201,Alipurduar,West Bengal
736202,Alipurduar,West Bengal
736203,Alipurduar,West Bengal
736204,Alipurduar,West Bengal
736205,Alipurduar,West Bengal
736206,Alipurduar,West Bengal
736207,Alipurduar,West Bengal
736207,Coochbehar,West Bengal
736208,Alipurduar,West Bengal
737101,East District,Sikkim
737102,East District,Sikkim
737103,East District,Sikkim
737103,North District,Sikkim
737106,Pakyong,Sikkim
737107,East District,Sikkim
737107,North District,Sikkim
737111,West District,Sikkim
737113,Soreng,Sikkim
737113,West District,Sikkim
737116,North District,Sikkim
737120,North District,Sikkim
737121,South District,Sikkim
737121,West District,Sikkim
737126,South District,Sikkim
737128,South District,Sikkim
737131,Pakyong,Sikkim
737132,Pakyong,Sikkim
737132,South District,Sikkim
737133,Pakyong,Sikkim
737134,East District,Sikkim
737134,South District,Sikkim
737135,East District,Sikkim
737136,East District,Sikkim
737139,South District,Sikkim
741101,Nadia,West Bengal
741102,Nadia,West Bengal
741103,Nadia,West Bengal
741121,Nadia,West Bengal
741122,Nadia,West Bengal
741123,Nadia,West Bengal
741124,Nadia,West Bengal
741125,Nadia,West Bengal
741126,Nadia,West Bengal
741127,Nadia,West Bengal
741137,Nadia,West Bengal
741138,Nadia,West Bengal
741139,Nadia,West Bengal
741140,Nadia,West Bengal
741150,Nadia,West Bengal
741151,Nadia,West Bengal
741152,Nadia,West Bengal
741153,Nadia,West Bengal
741154,Nadia,West Bengal
741155,Nadia,West Bengal
741156,Murshidabad,West Bengal
741156,Nadia,West Bengal
741157,Nadia,West Bengal
741158,Nadia,West Bengal
741159,Nadia,West Bengal
741160,Nadia,West Bengal
741161,Nadia,West Bengal
741162,Nadia,West Bengal
741163,Nadia,West Bengal
741164,Nadia,West Bengal
741165,Nadia,West Bengal
741166,Nadia,West Bengal
741167,Nadia,West Bengal
741181,Nadia,West Bengal
741201,Nadia,West Bengal
741202,Nadia,West Bengal
741221,Nadia,West Bengal
741222,Nadia,West Bengal
741223,Nadia,West Bengal
741232,Nadia,West Bengal
741234,Nadia,West Bengal
741235,Nadia,West Bengal
741238,Nadia,West Bengal
741245,Nadia,West Bengal
741246,Nadia,West Bengal
741247,Nadia,West Bengal
741248,Nadia,West Bengal
741249,Nadia,West Bengal
741250,Nadia,West Bengal
741251,Nadia,West Bengal
741252,Nadia,West Bengal
741253,Nadia,West Bengal
741254,Nadia,West Bengal
741255,Nadia,West Bengal
741256,Nadia,West Bengal
741257,Nadia,West Bengal
741301,Nadia,West Bengal
741302,Nadia,West Bengal
741313,Nadia,West Bengal
741315,Nadia,West Bengal
741316,Nadia,West Bengal
741316,Purba Bardhaman,West Bengal
741317,Nadia,West Bengal
741319,Purba Bardhaman,West Bengal
741401,Nadia,West Bengal
741402,Nadia,West Bengal
741404,Nadia,West Bengal
741501,Nadia,West Bengal
741502,Nadia,West Bengal
741503,Nadia,West Bengal
741504,Nadia,West Bengal
741505,Nadia,West Bengal
741506,Nadia,West Bengal
741507,Nadia,West Bengal
741508,Nadia,West Bengal
741509,Nadia,West Bengal
742101,Murshidabad,West Bengal
742102,Murshidabad,West Bengal
742103,Murshidabad,West Bengal
742104,Murshidabad,West Bengal
742113,Murshidabad,West Bengal
742121,Murshidabad,West Bengal
742121,Nadia,West Bengal
742122,Murshidabad,West Bengal
742123,Murshidabad,West Bengal
742132,Murshidabad,West Bengal
742133,Murshidabad,West Bengal
742134,Murshidabad,West Bengal
742135,Murshidabad,West Bengal
742136,Murshidabad,West Bengal
742137,Murshidabad,West Bengal
742138,Murshidabad,West Bengal
742140,Murshidabad,West Bengal
742147,Murshidabad,West Bengal
742148,Murshidabad,West Bengal
742149,Murshidabad,West Bengal
742151,Murshidabad,West Bengal
742159,Murshidabad,West Bengal
742160,Murshidabad,West Bengal
742161,Murshidabad,West Bengal
742163,Murshidabad,West Bengal
742164,Murshidabad,West Bengal
742165,Murshidabad,West Bengal
742166,Murshidabad,West Bengal
742168,Murshidabad,West Bengal
742174,Murshidabad,West Bengal
742175,Murshidabad,West Bengal
742184,Murshidabad,West Bengal
742187,Murshidabad,West Bengal
742189,Murshidabad,West Bengal
742201,Murshidabad,West Bengal
742202,Maldah,West Bengal
742202,Murshidabad,West Bengal
742212,Murshidabad,West Bengal
742213,Murshidabad,West Bengal
742223,Murshidabad,West Bengal
742224,Murshidabad,West Bengal
742225,Murshidabad,West Bengal
742226,Murshidabad,West Bengal
742227,Murshidabad,West Bengal
742235,Murshidabad,West Bengal
742236,Murshidabad,West Bengal
742237,Murshidabad,West Bengal
742238,Murshidabad,West Bengal
742301,Murshidabad,West Bengal
742302,Murshidabad,West Bengal
742303,Murshidabad,West Bengal
742304,Murshidabad,West Bengal
742305,Murshidabad,West Bengal
742306,Murshidabad,West Bengal
742308,Murshidabad,West Bengal
742401,Murshidabad,West Bengal
742402,Murshidabad,West Bengal
742404,Murshidabad,West Bengal
742405,Murshidabad,West Bengal
742406,Murshidabad,West Bengal
742407,Murshidabad,West Bengal
742408,Murshidabad,West Bengal
742409,Murshidabad,West Bengal
742410,Murshidabad,West Bengal
743122,24 Paraganas North,West Bengal
743123,24 Paraganas North,West Bengal
743124,24 Paraganas North,West Bengal
743125,24 Paraganas North,West Bengal
743126,24 Paraganas North,West Bengal
743127,24 Paraganas North,West Bengal
743128,24 Paraganas North,West Bengal
743129,24 Paraganas North,West Bengal
743130,24 Paraganas North,West Bengal
743133,24 Paraganas North,West Bengal
743134,24 Paraganas North,West Bengal
743135,24 Paraganas North,West Bengal
743136,24 Paraganas North,West Bengal
743144,24 Paraganas North,West Bengal
743145,24 Paraganas North,West Bengal
743165,24 Paraganas North,West Bengal
743166,24 Paraganas North,West Bengal
743193,24 Paraganas North,West Bengal
743194,24 Paraganas North,West Bengal
743221,24 Paraganas North,West Bengal
743222,24 Paraganas North,West Bengal
743223,24 Paraganas North,West Bengal
743232,24 Paraganas North,West Bengal
743233,24 Paraganas North,West Bengal
743234,24 Paraganas North,West Bengal
743235,24 Paraganas North,West Bengal
743245,24 Paraganas North,West Bengal
743247,24 Paraganas North,West Bengal
743248,24 Paraganas North,West Bengal
743249,24 Paraganas North,West Bengal
743251,24 Paraganas North,West Bengal
743252,24 Paraganas North,West Bengal
743262,24 Paraganas North,West Bengal
743263,24 Paraganas North,West Bengal
743268,24 Paraganas North,West Bengal
743270,24 Paraganas North,West Bengal
743271,24 Paraganas North,West Bengal
743272,24 Paraganas North,West Bengal
743273,24 Paraganas North,West Bengal
743286,24 Paraganas North,West Bengal
743287,24 Paraganas North,West Bengal
743289,24 Paraganas North,West Bengal
743290,24 Paraganas North,West Bengal
743291,24 Paraganas North,West Bengal
743292,24 Paraganas North,West Bengal
743293,24 Paraganas North,West Bengal
743294,24 Paraganas North,West Bengal
743297,24 Paraganas North,West Bengal
743312,24 Paraganas South,West Bengal
743318,24 Paraganas South,West Bengal
743329,24 Paraganas North,West Bengal
743329,24 Paraganas South,West Bengal
743330,24 Paraganas South,West Bengal
743331,24 Paraganas South,West Bengal
743332,24 Paraganas South,West Bengal
743336,24 Paraganas South,West Bengal
743337,24 Paraganas South,West Bengal
743338,24 Paraganas South,West Bengal
743345,24 Paraganas South,West Bengal
743347,24 Paraganas South,West Bengal
743348,24 Paraganas South,West Bengal
743349,24 Paraganas South,West Bengal
743351,24 Paraganas South,West Bengal
743354,24 Paraganas South,West Bengal
743355,24 Paraganas South,West Bengal
743356,24 Paraganas South,West Bengal
743357,24 Paraganas South,West Bengal
743363,24 Paraganas South,West Bengal
743368,24 Paraganas South,West Bengal
743370,24 Paraganas South,West Bengal
743371,24 Paraganas South,West Bengal
743372,24 Paraganas South,West Bengal
743373,24 Paraganas South,West Bengal
743374,24 Paraganas South,West Bengal
743375,24 Paraganas South,West Bengal
743376,24 Paraganas South,West Bengal
743377,24 Paraganas South,West Bengal
743378,24 Paraganas South,West Bengal
743383,24 Paraganas South,West Bengal
743387,24 Paraganas South,West Bengal
743395,24 Paraganas South,West Bengal
743399,24 Paraganas South,West Bengal
743401,24 Paraganas North,West Bengal
743405,24 Paraganas North,West Bengal
743411,24 Paraganas North,West Bengal
743412,24 Paraganas North,West Bengal
743422,24 Paraganas North,West Bengal
743423,24 Paraganas North,West Bengal
743424,24 Paraganas North,West Bengal
743425,24 Paraganas North,West Bengal
743425,24 Paraganas South,West Bengal
743426,24 Paraganas North,West Bengal
743427,24 Paraganas North,West Bengal
743428,24 Paraganas North,West Bengal
743429,24 Paraganas North,West Bengal
743435,24 Paraganas North,West Bengal
743437,24 Paraganas North,West Bengal
743438,24 Paraganas North,West Bengal
743439,24 Paraganas North,West Bengal
743442,24 Paraganas North,West Bengal
743445,24 Paraganas North,West Bengal
743446,24 Paraganas North,West Bengal
743456,24 Paraganas North,West Bengal
743502,24 Paraganas North,West Bengal
743502,24 Paraganas South,West Bengal
743503,24 Paraganas South,West Bengal
743504,24 Paraganas South,West Bengal
743513,24 Paraganas South,West Bengal
743609,24 Paraganas South,West Bengal
743610,24 Paraganas South,West Bengal
743611,24 Paraganas North,West Bengal
743611,24 Paraganas South,West Bengal
743613,24 Paraganas South,West Bengal
743701,24 Paraganas North,West Bengal
743702,24 Paraganas North,West Bengal
743704,24 Paraganas North,West Bengal
743710,24 Paraganas North,West Bengal
743711,24 Paraganas North,West Bengal
744101,South Andamans,Andaman & Nicobar Islands
744102,South Andamans,Andaman & Nicobar Islands
744103,South Andamans,Andaman & Nicobar Islands
744104,South Andamans,Andaman & Nicobar Islands
744105,South Andamans,Andaman & Nicobar Islands
744106,South Andamans,Andaman & Nicobar Islands
744107,South Andamans,Andaman & Nicobar Islands
744112,South Andamans,Andaman & Nicobar Islands
744201,North & Middle Andaman,Andaman & Nicobar Islands
744202,North & Middle Andaman,Andaman & Nicobar Islands
744203,North & Middle Andaman,Andaman & Nicobar Islands
744204,North & Middle Andaman,Andaman & Nicobar Islands
744205,North & Middle Andaman,Andaman & Nicobar Islands
744206,South Andamans,Andaman & Nicobar Islands
744207,South Andamans,Andaman & Nicobar Islands
744209,North & Middle Andaman,Andaman & Nicobar Islands
744210,North & Middle Andaman,Andaman & Nicobar Islands
744211,South Andamans,Andaman & Nicobar Islands
744301,Nicobars,Andaman & Nicobar Islands
744302,Nicobars,Andaman & Nicobar Islands
744303,Nicobars,Andaman & Nicobar Islands
744304,Nicobars,Andaman & Nicobar Islands
751001,Khordha,Odisha
751002,Khordha,Odisha
751003,Khordha,Odisha
751004,Khordha,Odisha
751005,Khordha,Odisha
751006,Khordha,Odisha
751007,Khordha,Odisha
751008,Khordha,Odisha
751009,Khordha,Odisha
751010,Khordha,Odisha
751011,Khordha,Odisha
751012,Khordha,Odisha
751013,Khordha,Odisha
751014,Khordha,Odisha
751015,Khordha,Odisha
751016,Khordha,Odisha
751017,Khordha,Odisha
751018,Khordha,Odisha
751019,Khordha,Odisha
751020,Khordha,Odisha
751021,Khordha,Odisha
751022,Khordha,Odisha
751023,Khordha,Odisha
751024,Khordha,Odisha
751025,Khordha,Odisha
751026,Khordha,Odisha
751028,Khordha,Odisha
751029,Khordha,Odisha
751030,Khordha,Odisha
751031,Khordha,Odisha
751032,Khordha,Odisha
751033,Khordha,Odisha
751034,Khordha,Odisha
751035,Khordha,Odisha
752001,Puri,Odisha
752002,Puri,Odisha
752003,Puri,Odisha
752004,Puri,Odisha
752010,Puri,Odisha
752011,Puri,Odisha
752012,Puri,Odisha
752013,Puri,Odisha
752014,Puri,Odisha
752015,Puri,Odisha
752016,Puri,Odisha
752017,Puri,Odisha
752018,Khordha,Odisha
752019,Khordha,Odisha
752019,Puri,Odisha
752020,Khordha,Odisha
752021,Khordha,Odisha
752022,Khordha,Odisha
752023,Khordha,Odisha
752024,Nayagarh,Odisha
752025,Nayagarh,Odisha
752026,Nayagarh,Odisha
752027,Khordha,Odisha
752030,Khordha,Odisha
752031,Khordha,Odisha
752032,Puri,Odisha
752034,Khordha,Odisha
752035,Khordha,Odisha
752037,Khordha,Odisha
752038,Khordha,Odisha
752045,Puri,Odisha
752046,Puri,Odisha
752050,Khordha,Odisha
752050,Puri,Odisha
752054,Khordha,Odisha
752055,Khordha,Odisha
752056,Khordha,Odisha
752057,Khordha,Odisha
752060,Khordha,Odisha
752061,Khordha,Odisha
752062,Khordha,Odisha
752063,Nayagarh,Odisha
752064,Khordha,Odisha
752065,Nayagarh,Odisha
752066,Khordha,Odisha
752068,Nayagarh,Odisha
752069,Nayagarh,Odisha
752070,Nayagarh,Odisha
752077,Nayagarh,Odisha
752078,Nayagarh,Odisha
752079,Nayagarh,Odisha
752080,Nayagarh,Odisha
752081,Nayagarh,Odisha
752082,Nayagarh,Odisha
752083,Nayagarh,Odisha
752084,Nayagarh,Odisha
752085,Nayagarh,Odisha
752089,Nayagarh,Odisha
752090,Nayagarh,Odisha
752091,Nayagarh,Odisha
752092,Nayagarh,Odisha
752093,Nayagarh,Odisha
752094,Nayagarh,Odisha
752100,Khordha,Odisha
752101,Khordha,Odisha
752102,Khordha,Odisha
752103,Khordha,Odisha
752104,Puri,Odisha
752105,Puri,Odisha
752106,Puri,Odisha
752107,Puri,Odisha
752108,Puri,Odisha
752109,Puri,Odisha
752110,Puri,Odisha
752111,Puri,Odisha
752113,Puri,Odisha
752114,Khordha,Odisha
752114,Puri,Odisha
752115,Khordha,Odisha
752116,Puri,Odisha
752118,Puri,Odisha
752119,Puri,Odisha
752120,Cuttack,Odisha
752120,Puri,Odisha
752121,Puri,Odisha
753001,Cuttack,Odisha
753002,Cuttack,Odisha
753003,Cuttack,Odisha
753004,Cuttack,Odisha
753006,Cuttack,Odisha
753007,Cuttack,Odisha
753008,Cuttack,Odisha
753009,Cuttack,Odisha
753010,Cuttack,Odisha
753011,Cuttack,Odisha
753012,Cuttack,Odisha
753013,Cuttack,Odisha
753014,Cuttack,Odisha
753015,Cuttack,Odisha
753016,Cuttack,Odisha
754001,Cuttack,Odisha
754002,Cuttack,Odisha
754003,Cuttack,Odisha
754004,Cuttack,Odisha
754004,Puri,Odisha
754005,Cuttack,Odisha
754006,Cuttack,Odisha
754007,Cuttack,Odisha
754008,Cuttack,Odisha
754009,Cuttack,Odisha
754010,Cuttack,Odisha
754011,Cuttack,Odisha
754012,Khordha,Odisha
754013,Cuttack,Odisha
754018,Cuttack,Odisha
754021,Cuttack,Odisha
754022,Cuttack,Odisha
754023,Jajapur,Odisha
754024,Jajapur,Odisha
754025,Cuttack,Odisha
754026,Cuttack,Odisha
754027,Cuttack,Odisha
754028,Cuttack,Odisha
754029,Cuttack,Odisha
754030,Cuttack,Odisha
754031,Cuttack,Odisha
754032,Cuttack,Odisha
754034,Cuttack,Odisha
754035,Cuttack,Odisha
754037,Cuttack,Odisha
754071,Cuttack,Odisha
754082,Jajapur,Odisha
754100,Cuttack,Odisha
754102,Jagatsinghapur,Odisha
754103,Jagatsinghapur,Odisha
754104,Jagatsinghapur,Odisha
754105,Cuttack,Odisha
754106,Jagatsinghapur,Odisha
754107,Jagatsinghapur,Odisha
754108,Jagatsinghapur,Odisha
754109,Jagatsinghapur,Odisha
754110,Jagatsinghapur,Odisha
754111,Jagatsinghapur,Odisha
754112,Cuttack,Odisha
754113,Jagatsinghapur,Odisha
754114,Jagatsinghapur,Odisha
754119,Jagatsinghapur,Odisha
754120,Jagatsinghapur,Odisha
754130,Cuttack,Odisha
754130,Jagatsinghapur,Odisha
754131,Cuttack,Odisha
754132,Jagatsinghapur,Odisha
754133,Jagatsinghapur,Odisha
754134,Cuttack,Odisha
754134,Jagatsinghapur,Odisha
754134,Kendrapara,Odisha
754135,Jagatsinghapur,Odisha
754135,Kendrapara,Odisha
754136,Jagatsinghapur,Odisha
754137,Jagatsinghapur,Odisha
754138,Jagatsinghapur,Odisha
754139,Jagatsinghapur,Odisha
754140,Jagatsinghapur,Odisha
754140,Kendrapara,Odisha
754141,Jagatsinghapur,Odisha
754141,Kendrapara,Odisha
754142,Jagatsinghapur,Odisha
754145,Jagatsinghapur,Odisha
754153,Kendrapara,Odisha
754160,Jagatsinghapur,Odisha
754162,Jagatsinghapur,Odisha
754162,Kendrapara,Odisha
754200,Cuttack,Odisha
754201,Cuttack,Odisha
754202,Cuttack,Odisha
754203,Cuttack,Odisha
754204,Cuttack,Odisha
754205,Cuttack,Odisha
754205,Jajapur,Odisha
754206,Cuttack,Odisha
754207,Cuttack,Odisha
754207,Kendrapara,Odisha
754208,Kendrapara,Odisha
754209,Cuttack,Odisha
754210,Kendrapara,Odisha
754211,Kendrapara,Odisha
754212,Kendrapara,Odisha
754213,Kendrapara,Odisha
754214,Jajapur,Odisha
754214,Kendrapara,Odisha
754215,Kendrapara,Odisha
754216,Kendrapara,Odisha
754217,Kendrapara,Odisha
754217,Sundargarh,Odisha
754218,Kendrapara,Odisha
754219,Kendrapara,Odisha
754220,Kendrapara,Odisha
754221,Cuttack,Odisha
754222,Kendrapara,Odisha
754223,Baleshwar,Odisha
754223,Kendrapara,Odisha
754224,Kendrapara,Odisha
754225,Kendrapara,Odisha
754227,Kendrapara,Odisha
754228,Kendrapara,Odisha
754231,Kendrapara,Odisha
754239,Kendrapara,Odisha
754240,Kendrapara,Odisha
754244,Kendrapara,Odisha
754245,Kendrapara,Odisha
754246,Kendrapara,Odisha
754248,Kendrapara,Odisha
754250,Kendrapara,Odisha
754253,Kendrapara,Odisha
754289,Kendrapara,Odisha
754290,Cuttack,Odisha
754292,Jajapur,Odisha
754292,Kendrapara,Odisha
754293,Cuttack,Odisha
754294,Jagatsinghapur,Odisha
754295,Cuttack,Odisha
754296,Jajapur,Odisha
754297,Cuttack,Odisha
754298,Cuttack,Odisha
754299,Cuttack,Odisha
755001,Jajapur,Odisha
755003,Jajapur,Odisha
755004,Jajapur,Odisha
755004,Kendrapara,Odisha
755005,Jajapur,Odisha
755006,Jajapur,Odisha
755007,Bhadrak,Odisha
755007,Jajapur,Odisha
755008,Jajapur,Odisha
755009,Jajapur,Odisha
755010,Jajapur,Odisha
755011,Jajapur,Odisha
755012,Jajapur,Odisha
755013,Jajapur,Odisha
755014,Jajapur,Odisha
755015,Jajapur,Odisha
755016,Jajapur,Odisha
755016,Kendrapara,Odisha
755017,Jajapur,Odisha
755018,Jajapur,Odisha
755019,Jajapur,Odisha
755020,Jajapur,Odisha
755022,Jajapur,Odisha
755023,Jajapur,Odisha
755024,Jajapur,Odisha
755025,Jajapur,Odisha
755026,Jajapur,Odisha
755027,Jajapur,Odisha
755028,Jajapur,Odisha
755036,Bhadrak,Odisha
755036,Jajapur,Odisha
755043,Jajapur,Odisha
755044,Jajapur,Odisha
755049,Jajapur,Odisha
755050,Jajapur,Odisha
755051,Jajapur,Odisha
755061,Kendrapara,Odisha
755062,Jajapur,Odisha
755063,Jajapur,Odisha
756001,Baleshwar,Odisha
756002,Baleshwar,Odisha
756003,Baleshwar,Odisha
756019,Baleshwar,Odisha
756020,Baleshwar,Odisha
756021,Baleshwar,Odisha
756022,Baleshwar,Odisha
756023,Baleshwar,Odisha
756024,Baleshwar,Odisha
756025,Baleshwar,Odisha
756026,Baleshwar,Odisha
756027,Baleshwar,Odisha
756028,Baleshwar,Odisha
756028,Mayurbhanj,Odisha
756029,Baleshwar,Odisha
756030,Baleshwar,Odisha
756030,Mayurbhanj,Odisha
756032,Baleshwar,Odisha
756033,Baleshwar,Odisha
756034,Baleshwar,Odisha
756035,Baleshwar,Odisha
756036,Baleshwar,Odisha
756037,Baleshwar,Odisha
756038,Baleshwar,Odisha
756039,Baleshwar,Odisha
756040,Baleshwar,Odisha
756041,Baleshwar,Odisha
756042,Baleshwar,Odisha
756043,Baleshwar,Odisha
756044,Baleshwar,Odisha
756045,Baleshwar,Odisha
756046,Baleshwar,Odisha
756046,Bhadrak,Odisha
756047,Baleshwar,Odisha
756048,Baleshwar,Odisha
756048,Mulugu,Telangana
756049,Baleshwar,Odisha
756050,Baleshwar,Odisha
756051,Baleshwar,Odisha
756055,Baleshwar,Odisha
756056,Baleshwar,Odisha
756058,Baleshwar,Odisha
756059,Baleshwar,Odisha
756060,Baleshwar,Odisha
756079,Baleshwar,Odisha
756080,Baleshwar,Odisha
756081,Baleshwar,Odisha
756083,Baleshwar,Odisha
756084,Baleshwar,Odisha
756085,Baleshwar,Odisha
756086,Baleshwar,Odisha
756087,Baleshwar,Odisha
756088,Baleshwar,Odisha
756089,Baleshwar,Odisha
756100,Bhadrak,Odisha
756101,Bhadrak,Odisha
756111,Baleshwar,Odisha
756111,Bhadrak,Odisha
756112,Bhadrak,Odisha
756113,Bhadrak,Odisha
756114,Bhadrak,Odisha
756115,Baleshwar,Odisha
756115,Bhadrak,Odisha
756116,Bhadrak,Odisha
756117,Bhadrak,Odisha
756118,Bhadrak,Odisha
756119,Bhadrak,Odisha
756120,Bhadrak,Odisha
756121,Bhadrak,Odisha
756121,Kendujhar,Odisha
756122,Bhadrak,Odisha
756123,Bhadrak,Odisha
756124,Bhadrak,Odisha
756125,Bhadrak,Odisha
756126,Baleshwar,Odisha
756127,Bhadrak,Odisha
756128,Bhadrak,Odisha
756129,Bhadrak,Odisha
756130,Bhadrak,Odisha
756131,Bhadrak,Odisha
756132,Bhadrak,Odisha
756133,Bhadrak,Odisha
756134,Baleshwar,Odisha
756135,Bhadrak,Odisha
756137,Bhadrak,Odisha
756138,Bhadrak,Odisha
756139,Bhadrak,Odisha
756144,Bhadrak,Odisha
756162,Bhadrak,Odisha
756163,Bhadrak,Odisha
756164,Bhadrak,Odisha
756165,Bhadrak,Odisha
756166,Baleshwar,Odisha
756167,Bhadrak,Odisha
756168,Baleshwar,Odisha
756168,Bhadrak,Odisha
756171,Bhadrak,Odisha
756181,Bhadrak,Odisha
756182,Baleshwar,Odisha
757001,Mayurbhanj,Odisha
757002,Mayurbhanj,Odisha
757003,Mayurbhanj,Odisha
757014,Mayurbhanj,Odisha
757016,Mayurbhanj,Odisha
757017,Mayurbhanj,Odisha
757018,Mayurbhanj,Odisha
757019,Mayurbhanj,Odisha
757020,Mayurbhanj,Odisha
757021,Mayurbhanj,Odisha
757022,Mayurbhanj,Odisha
757023,Mayurbhanj,Odisha
757024,Mayurbhanj,Odisha
757025,Mayurbhanj,Odisha
757026,Mayurbhanj,Odisha
757027,Mayurbhanj,Odisha
757028,Mayurbhanj,Odisha
757029,Mayurbhanj,Odisha
757030,Mayurbhanj,Odisha
757031,Mayurbhanj,Odisha
757032,Mayurbhanj,Odisha
757033,Mayurbhanj,Odisha
757034,Mayurbhanj,Odisha
757035,Mayurbhanj,Odisha
757036,Mayurbhanj,Odisha
757037,Mayurbhanj,Odisha
757038,Mayurbhanj,Odisha
757039,Mayurbhanj,Odisha
757040,Mayurbhanj,Odisha
757041,Mayurbhanj,Odisha
757042,Mayurbhanj,Odisha
757043,Mayurbhanj,Odisha
757045,Mayurbhanj,Odisha
757046,Mayurbhanj,Odisha
757047,Mayurbhanj,Odisha
757048,Mayurbhanj,Odisha
757049,Mayurbhanj,Odisha
757050,Mayurbhanj,Odisha
757051,Mayurbhanj,Odisha
757052,Mayurbhanj,Odisha
757053,Mayurbhanj,Odisha
757054,Mayurbhanj,Odisha
757055,Mayurbhanj,Odisha
757056,Mayurbhanj,Odisha
757073,Mayurbhanj,Odisha
757074,Mayurbhanj,Odisha
757075,Mayurbhanj,Odisha
757077,Mayurbhanj,Odisha
757079,Mayurbhanj,Odisha
757081,Mayurbhanj,Odisha
757082,Baleshwar,Odisha
757082,Mayurbhanj,Odisha
757083,Mayurbhanj,Odisha
757084,Mayurbhanj,Odisha
757085,Mayurbhanj,Odisha
757086,Mayurbhanj,Odisha
757087,Mayurbhanj,Odisha
757091,Mayurbhanj,Odisha
757092,Mayurbhanj,Odisha
757093,Mayurbhanj,Odisha
757100,Mayurbhanj,Odisha
757101,Mayurbhanj,Odisha
757102,Mayurbhanj,Odisha
757103,Mayurbhanj,Odisha
757104,Mayurbhanj,Odisha
757105,Mayurbhanj,Odisha
757106,Mayurbhanj,Odisha
757107,Mayurbhanj,Odisha
758001,Kendujhar,Odisha
758002,Kendujhar,Odisha
758013,Kendujhar,Odisha
758014,Kendujhar,Odisha
758015,Kendujhar,Odisha
758016,Kendujhar,Odisha
758017,Kendujhar,Odisha
758018,Kendujhar,Odisha
758019,Kendujhar,Odisha
758020,Kendujhar,Odisha
758021,Kendujhar,Odisha
758022,Kendujhar,Odisha
758023,Kendujhar,Odisha
758025,Jajapur,Odisha
758025,Kendujhar,Odisha
758026,Kendujhar,Odisha
758027,Kendujhar,Odisha
758028,Kendujhar,Odisha
758029,Kendujhar,Odisha
758030,Kendujhar,Odisha
758031,Kendujhar,Odisha
758032,Kendujhar,Odisha
758034,Kendujhar,Odisha
758035,Kendujhar,Odisha
758036,Kendujhar,Odisha
758037,Kendujhar,Odisha
758038,Kendujhar,Odisha
758040,Kendujhar,Odisha
758041,Kendujhar,Odisha
758043,Kendujhar,Odisha
758044,Kendujhar,Odisha
758045,Kendujhar,Odisha
758046,Kendujhar,Odisha
758047,Kendujhar,Odisha
758076,Kendujhar,Odisha
758078,Kendujhar,Odisha
758079,Kendujhar,Odisha
758080,Kendujhar,Odisha
758081,Kendujhar,Odisha
758082,Kendujhar,Odisha
758083,Kendujhar,Odisha
